document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_1151,result,explanation-argumentative,SN,help,other,reports like those yesterday help build the case for lower rates.//Now bond investors are looking toward next week's report from national purchasing managers and the government's October employment report as potentially prompting the Fed to lower rates.,non pronoun,other,other,not_subject,not_non_subject
wsj_2343,result,consequence-s,NS,move,subject,"When Rosie died, her uncles moved in -- and let her make the sleeping and other household arrangements.//They painted the apartment orange, pink and white, according to her instructions.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1141,result,consequence-n,SN,share,other,"Yet Israel will neither share power with all these Arabs nor, says its present prime minister, redraw its borders closer to its pre-1967 Jewish heartland.//By not choosing one of these options, Israelis will condemn themselves, as the Maronites did, to perpetual war with the Muslims in their midst, and so to the internal erosion of their state.
Unlike the Maronites, Israel's Jews will not let themselves become the weakest force in a system of private armies;",non pronoun,other,other,not_subject,not_non_subject
wsj_2353,result,cause,NS,say,non_subject,"Valley Federal Savings & Loan Association said Imperial Corp. of America withdrew from regulators its application to buy five Valley Federal branches, leaving the transaction in limbo.//The broken purchase appears as additional evidence of trouble at Imperial Corp., whose spokesman said the company withdrew its application from the federal Office of Thrift Supervision because of an informal notice that Imperial's thrift unit failed to meet Community Reinvestment Act requirements.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1394,result,consequence-n,SN,decide,other,"This month, Federal's 2,048 pilots, including some 961 acquired along with Tiger International Inc. in February, will decide whether to elect the powerful Air Line Pilots Association as their bargaining agent.//The election, which would bring the first major union to Federal's U.S. operations, has pitted new hires against devoted veterans such as Mr. Brown.
It has also rattled Federal's strongly anti-union management, which is already contending with melding far-flung operations and with falling profits.",non pronoun,other,other,not_subject,not_non_subject
wsj_1394,result,consequence-n,SN,understaffs,other,"The company deliberately understaffs, stretching employees' schedules to the limit.//But though couriers work as many as 60 hours a week during the autumn rush, they leave early during slack times while still being assured of a minimum paycheck.
Pilots, as well, routinely fly overtime to ensure that none are furloughed during seasonal lows.",pronoun,other,other,not_subject,not_non_subject
wsj_1133,result,consequence-s,NS,urge,other,"But some analysts, particularly conservative legal scholars, have urged Mr. Bush not to wait for explicit authorization but simply to assert that the Constitution already implicitly gives him the power to exercise a line-item veto.//Such an assertion most likely would bring about a court challenge from Congress that would clarify whether a president already has such power.",non pronoun,other,other,not_subject,not_non_subject
wsj_1302,result,cause,NS,have,other,"During the five-year period ended 1986, roughly 80% of the names had money tied up in money-losing syndicates, according to Chatset consultants.//The peril of unlimited liability looms large for a number of them now.",non pronoun,other,other,not_subject,not_non_subject
wsj_1302,result,Cause-Result,NN,suffer,subject,"Lloyd's has suffered because its structure doesn't allow underwriters to deal directly with clients; brokers are required intermediaries.//Thus, he asserts, Lloyd's can't react quickly to competition. ""Lloyd's has lost control of the situation,"" he says. ""They aren't controlling their destiny like they used to.""",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1302,result,consequence-s,NS,be,subject,"""The system,"" says Nicholas Samengo-Turner, a Lloyd's broker who left the exchange in 1985, ""is so ludicrously unprofessional//it drives you mad.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1302,result,Cause-Result,NN,clear,other,"But such changes must be cleared by four internal committees and dozens of underwriters, brokers and administrators before being implemented.//The proposal to sell directly to the public remains mired in bureaucratic quicksand.",non pronoun,other,other,not_subject,not_non_subject
wsj_2358,result,consequence-s,NS,shoot,other,"After falling for three consecutive months, the producer price index for finished goods shot up 0.9% last month, the Labor Department reported Friday, as energy prices jumped after tumbling through the summer.//Although the report, which was released before the stock market opened, didn't trigger the 190.58-point drop in the Dow Jones Industrial Average, analysts said it did play a role in the market's decline.
Analysts immediately viewed the price data, the grimmest inflation news in months, as evidence that the Federal Reserve was unlikely to allow interest rates to fall as many investors had hoped.",non pronoun,other,other,not_subject,not_non_subject
wsj_2393,result,Cause-Result,NN,be,other,"Investors who bought stock with borrowed money -- that is, ""on margin"" -- may be more worried than most following Friday's market drop.//That's because their brokers can require them to sell some shares or put up more cash to enhance the collateral backing their loans.
In October 1987, these margin calls were thought to have contributed to the downward spiral of the stock market.",non pronoun,other,other,not_subject,not_non_subject
wsj_2383,result,consequence-s,NS,plan,other,"The West German retailer ASKO Deutsche Kaufhaus AG plans to challenge the legality of a widely employed anti-takeover defense of companies in the Netherlands.//The eventual court decision could become a landmark in Dutch corporate law because the lawsuit ASKO plans to file would be the first to challenge the entire principle and practice of companies issuing voting preferred shares to management-controlled trusts to dilute voting power of common stockholders. 

Up to now only specific aspects of these defenses have been challenged, though unsuccessfully, ASKO's Dutch lawyers noted. 

Should the courts uphold the validity of this type of defense, ASKO will then ask the court to overturn such a vote-diluting maneuver recently deployed by Koninklijke Ahold NV. ASKO says the Dutch-based international food retailer hadn't reasonable grounds to issue preferred stock to a friendly trust and thus dilute the worth and voting power of ASKO and other shareholders.",non pronoun,other,other,not_subject,not_non_subject
wsj_1128,result,consequence-s,NS,go,subject,"""But I'm going to lose $50,000 to $60,000 on it.//I'm going to have to get another job this year just to eat.""",pronoun,TRUE,TRUE,subject,not_non_subject
wsj_1128,result,result,SN,breed,other,"Japanese researchers have bred dozens of strains of Fujis to hone its color, taste and shelf life.//Now the best of them age as gracefully as Grannies, the industry's gold standard for storability.",non pronoun,other,other,not_subject,not_non_subject
wsj_0671,result,consequence-s,NS,fell,other,"Treasury bonds fell sharply on confusion about this week's Treasury debt auction and rumors that a major Japanese investor was unloading large amounts of long-term bonds.//The Treasury's benchmark 30-year bond ended at a price of 102 2/32, down nearly 5/8 point from Thursday, or about $6.25 for each $1,000 face amount.
The issue's yield rose to 7.93% from 7.88%.",non pronoun,other,other,not_subject,not_non_subject
wsj_1165,result,consequence-s,NS,say,other,"HomeFed Corp. said third-quarter net income slid 14% to $23.9 million, or $1.10 per fully diluted share, from $27.9 million, or $1.21 a fully diluted share, because of increased bad assets and unexpected trouble in unloading foreclosed property.//The decline surprised analysts and jolted HomeFed's stock, which lost 8.6% of its value, closing at $38.50 on the New York Stock Exchange, down $3.625.",non pronoun,other,other,not_subject,not_non_subject
wsj_1165,result,consequence-n,SN,be,other,HomeFed had been one of the handful of large West Coast thrifts that in recent quarters had counteracted interest-rate problems dogging the industry by keeping a lid on problem assets and lending heavily into the furious California housing market.//Analysts had been projecting fully diluted earnings in the third quarter in the range of about $1.30 a share.,non pronoun,other,other,not_subject,not_non_subject
